nid,nid,Sequence,Judge Name,School,Degree,Degree Year,Court Name,In District,T14 Law School
1392991,1392991,2,"Keenan, Barbara Milano",George Washington University Law School,J.D.,1974,U.S. Court of Appeals for the Fourth Circuit,0,False
1394226,1394226,2,"Kelly, Claire Rita",Brooklyn Law School,J.D.,1993,U.S. Court of International Trade,0,False
1394186,1394186,2,"Kelly, Jane Louise",Harvard Law School,J.D.,1991,U.S. Court of Appeals for the Eighth Circuit,0,True
1394796,1394796,2,"Ketchmark, Roseann Ambrosia",University of Kansas School of Law,J.D.,1990,U.S. District Court for the Western District of Missouri,0,False
1393556,1393556,2,"Kobayashi, Leslie Emi",Boston College Law School,J.D.,1983,U.S. District Court for the District of Hawaii,0,False
1393231,1393231,2,"Koh, Lucy Haeran",Harvard Law School,J.D.,1993,U.S. District Court for the Northern District of California,0,True
1394601,1394601,2,"Krause, Cheryl Ann",Stanford Law School,J.D.,1993,U.S. Court of Appeals for the Third Circuit,0,True
1393676,1393676,2,"Kronstadt, John Arnold",Yale Law School,J.D.,1976,U.S. District Court for the Central District of California,0,True
1393776,1393776,3,"Kuntz, William Francis II",Harvard Law School,J.D.,1977,U.S. District Court for the Eastern District of New York,0,True
1392946,1392946,2,"Lange, Roberto Antonio",Northwestern University School of Law,J.D.,1988,U.S. District Court for the District of South Dakota,0,True
1394551,1394551,2,"Lauck, M[ary] Hannah",Yale Law School,J.D.,1991,U.S. District Court for the Eastern District of Virginia,0,True
1393976,1393976,2,"Lee, John Zihun",Harvard Law School,J.D.,1992,U.S. District Court for the Northern District of Illinois,0,True
1394701,1394701,2,"Leeson, Joseph F., Jr.","Catholic University of America, Columbus School of Law",J.D.,1980,U.S. District Court for the Eastern District of Pennsylvania,0,False
1394391,1394391,2,"Leitman, Matthew Frederick",Harvard Law School,J.D.,1993,U.S. District Court for the Eastern District of Michigan,0,True
1394461,1394461,2,"Levy, Jon David",West Virginia University College of Law,J.D.,1979,U.S. District Court for the District of Maine,0,False
1394396,1394396,2,"Levy, Judith Ellen",University of Michigan Law School,J.D.,1996,U.S. District Court for the Eastern District of Michigan,1,True
1394011,1394011,2,"Lewis, Mary Geiger",University of South Carolina School of Law,J.D.,1984,U.S. District Court for the District of South Carolina,1,False
1394446,1394446,2,"Lipman, Sheryl Halle",New York University School of Law,J.D.,1987,U.S. District Court for the Western District of Tennessee,0,True
1394501,1394501,2,"Logan, Steven Paul",University of Oklahoma College of Law,J.D.,1992,U.S. District Court for the District of Arizona,0,False
1393561,1393561,2,"Lohier, Raymond Joseph, Jr.",New York University School of Law,J.D.,1991,U.S. Court of Appeals for the Second Circuit,1,True
1393226,1393226,2,"Magnus-Stinson, Jane Elizabeth",Indiana University School of Law -- Indianapolis (now McKinney School of Law),J.D.,1983,U.S. District Court for the Southern District of Indiana,1,False
1394111,1394111,2,"Mannion, Malachy Edward",Pace University School of Law,J.D.,1979,U.S. District Court for the Middle District of Pennsylvania,0,False
1393821,1393821,2,"Mariani, Robert David",Syracuse University College of Law,J.D.,1976,U.S. District Court for the Middle District of Pennsylvania,0,False
1394516,1394516,2,"Marquez, Rosemary",University of Arizona College of Law,J.D.,1993,U.S. District Court for the District of Arizona,1,False
1393116,1393116,3,"Marshall, Denzil Price, Jr.",Harvard Law School,J.D.,1989,U.S. District Court for the Eastern District of Arkansas,0,True
1393576,1393576,2,"Martinez, William Joseph",University of Chicago Law School,J.D.,1980,U.S. District Court for the District of Colorado,0,True
1394871,1394871,2,"Martinotti, Brian R.",Seton Hall University School of Law,J.D.,1986,U.S. District Court for the District of New Jersey,1,False
1394536,1394536,2,"Mastroianni, Mark Gerald",Western New England College School of Law,J.D.,1989,U.S. District Court for the District of Massachusetts,1,False
1393591,1393591,3,"Matheson, Scott Milne, Jr.",Yale Law School,J.D.,1980,U.S. Court of Appeals for the Tenth Circuit,0,True
1394641,1394641,2,"May, Leigh Martin",University of Georgia School of Law,J.D.,1998,U.S. District Court for the Northern District of Georgia,1,False
1394751,1394751,2,"Mazzant, Amos Louis III",Baylor University School of Law,J.D.,1990,U.S. District Court for the Eastern District of Texas,1,False
1394326,1394326,2,"McCafferty, Landya B.",Northeastern University School of Law,J.D.,1991,U.S. District Court for the District of New Hampshire,0,False
1393691,1393691,2,"McConnell, John James, Jr.",Case Western Reserve University School of Law,J.D.,1983,U.S. District Court for the District of Rhode Island,0,False
1394821,1394821,2,"McDonough, Travis Randall",Vanderbilt University Law School,J.D.,1997,U.S. District Court for the Eastern District of Tennessee,1,False
1394386,1394386,2,"McHugh, Carolyn Baldwin",University of Utah College of Law,J.D.,1982,U.S. Court of Appeals for the Tenth Circuit,1,False
1394421,1394421,2,"McHugh, Gerald Austin, Jr.",University of Pennsylvania Law School,J.D.,1979,U.S. District Court for the Eastern District of Pennsylvania,1,True
1394026,1394026,2,"McNulty, Kevin",New York University School of Law,J.D.,1983,U.S. District Court for the District of New Jersey,0,True
1394211,1394211,2,"McShane, Michael Jerome",Northwestern School of Law of Lewis and Clark College,J.D.,1988,U.S. District Court for the District of Oregon,0,False
1394756,1394756,2,"Mehta, Amit Priyavadan",University of Virginia School of Law,J.D.,1997,U.S. District Court for the District of Columbia,0,True
1394586,1394586,3,"Mendoza, Carlos Eduardo",West Virginia University College of Law,J.D.,1997,U.S. District Court for the Middle District of Florida,0,False
1394566,1394566,2,"Mendoza, Salvador, Jr.","University of California, Los Angeles, School of Law",J.D.,1997,U.S. District Court for the Eastern District of Washington,0,False
1394346,1394346,2,"Meyer, Jeffrey Alker",Yale Law School,J.D.,1989,U.S. District Court for the District of Connecticut,1,True
1394401,1394401,2,"Michelson, Laurie Jill",Northwestern University School of Law,J.D.,1992,U.S. District Court for the Eastern District of Michigan,0,True
1393796,1393796,2,"Milazzo, Jane Margaret Triche",Louisiana State University Law School,J.D.,1992,U.S. District Court for the Eastern District of Louisiana,1,False
1394311,1394311,2,"Millett, Patricia Ann",Harvard Law School,J.D.,1988,U.S. Court of Appeals for the District of Columbia Circuit,0,True
1394351,1394351,2,"Moody, James Maxwell, Jr.",University of Arkansas School of Law,J.D.,1989,U.S. District Court for the Eastern District of Arkansas,1,False
1394156,1394156,2,"Moore, Raymond Paul",Yale Law School,J.D.,1978,U.S. District Court for the District of Colorado,0,True
1393946,1393946,3,"Morgan, Susie",Louisiana State University Law School,J.D.,1980,U.S. District Court for the Eastern District of Louisiana,1,False
1394481,1394481,2,"Moritz, Nancy Louise",Washburn University School of Law,J.D.,1985,U.S. Court of Appeals for the Tenth Circuit,1,False
1394331,1394331,3,"Morris, Brian Matthew",Stanford Law School,J.D.,1992,U.S. District Court for the District of Montana,0,True
1394636,1394636,2,"Moss, Randolph Daniel",Yale Law School,J.D.,1986,U.S. District Court for the District of Columbia,0,True
1393521,1393521,2,"Mueller, Kimberly Jo",Stanford Law School,J.D.,1995,U.S. District Court for the Eastern District of California,1,True
1393641,1393641,2,"Myerscough, Sue Ellen",Southern Illinois University School of Law,J.D.,1980,U.S. District Court for the Central District of Illinois,1,False
1393801,1393801,2,"Nathan, Alison Julie",Cornell Law School,J.D.,2000,U.S. District Court for the Southern District of New York,1,True
1393111,1393111,2,"Navarro, Gloria Maria",Arizona State University College of Law,J.D.,1992,U.S. District Court for the District of Nevada,0,False
1393531,1393531,2,"Nelson, Susan Richard",University of Pittsburgh School of Law,J.D.,1978,U.S. District Court for the District of Minnesota,0,False
1392971,1392971,2,"Nguyen, Jacqueline Hong-Ngoc","University of California, Los Angeles, School of Law",J.D.,1991,U.S. District Court for the Central District of California,1,False
1393926,1393926,2,"Nuffer, David Ogden","Brigham Young University, J. Reuben Clark Law School",J.D.,1978,U.S. District Court for the District of Utah,1,False
1394161,1394161,2,"Nunley, Troy Lynne","University of California, Hastings College of the Law",J.D.,1990,U.S. District Court for the Eastern District of California,1,False
1394171,1394171,2,"O'Connell, Beverly Reid",Pepperdine University School of Law,J.D.,1990,U.S. District Court for the Central District of California,1,False
1393731,1393731,2,"Oetken, James Paul",Yale Law School,J.D.,1991,U.S. District Court for the Southern District of New York,0,True
1394101,1394101,3,"Olguin, Fernando Manzano","University of California, Berkeley, Boalt Hall School of Law",J.D.,1989,U.S. District Court for the Central District of California,1,True
1394786,1394786,2,"Olvera, Jose Rolando, Jr.",University of Texas School of Law,J.D.,1989,U.S. District Court for the Southern District of Texas,1,True
1394201,1394201,2,"Orrick, William Horsley III",Boston College Law School,J.D.,1979,U.S. District Court for the Northern District of California,0,False
1394431,1394431,2,"Owens, John Byron",Stanford Law School,J.D.,1996,U.S. Court of Appeals for the Ninth Circuit,1,True
1394696,1394696,2,"Pappert, Gerald John",Notre Dame Law School,J.D.,1988,U.S. District Court for the Eastern District of Pennsylvania,0,False
1394406,1394406,2,"Parker, Linda Vivienne",George Washington University Law School,J.D.,1983,U.S. District Court for the Eastern District of Michigan,0,False
1394781,1394781,2,"Parrish, Jill N.",Yale Law School,J.D.,1985,U.S. District Court for the District of Utah,0,True
1393571,1393571,2,"Pearson, Benita Yalonda","Cleveland State University, Cleveland-Marshall College of Law",J.D.,1995,U.S. District Court for the Northern District of Ohio,1,False
1394661,1394661,2,"Pepper, Pamela",Cornell Law School,J.D.,1989,U.S. District Court for the Eastern District of Wisconsin,0,True
1394491,1394491,4,"Peterson, James Donald",University of Wisconsin Law School,J.D.,1998,U.S. District Court for the Western District of Wisconsin,1,False
1392986,1392986,3,"Peterson, Rosanna Malouf",University of North Dakota School of Law,J.D.,1991,U.S. District Court for the Eastern District of Washington,0,False
1394251,1394251,2,"Phillips, Gregory Alan",University of Wyoming College of Law,J.D.,1987,U.S. Court of Appeals for the Tenth Circuit,1,False
1393906,1393906,3,"Phillips, Mary Elizabeth",University of Missouri School of Law,J.D.,1996,U.S. District Court for the Western District of Missouri,1,False
1394316,1394316,2,"Pillard, Cornelia Thayer Livingston",Harvard Law School,J.D.,1987,U.S. Court of Appeals for the District of Columbia Circuit,0,True
1394761,1394761,2,"Pitman, Robert Lee",University of Texas School of Law,J.D.,1988,U.S. District Court for the Western District of Texas,1,True
1393246,1393246,2,"Pratt, Tanya Walton",Howard University School of Law,J.D.,1984,U.S. District Court for the Southern District of Indiana,0,False
1394631,1394631,2,"Pryor, Jill Anne",Yale Law School,J.D.,1988,U.S. Court of Appeals for the Eleventh Circuit,0,True
1394231,1394231,2,"Quinones Alejandro, Nitza Ileana",University of Puerto Rico School of Law,J.D.,1975,U.S. District Court for the Eastern District of Pennsylvania,0,False
1393861,1393861,2,"Ramos, Edgardo",Harvard Law School,J.D.,1987,U.S. District Court for the Southern District of New York,0,True
1393751,1393751,2,"Ramos, Nelva Gonzales",University of Texas School of Law,J.D.,1991,U.S. District Court for the Southern District of Texas,1,True
1394521,1394521,2,"Rayes, Douglas Leroy",Arizona State University College of Law,J.D.,1978,U.S. District Court for the District of Arizona,1,False
1393566,1393566,2,"Reeves, Carlton Wayne",University of Virginia School of Law,J.D.,1989,U.S. District Court for the Southern District of Mississippi,0,True
1394371,1394371,2,"Reeves, Pamela Lynn",University of Tennessee College of Law,J.D.,1979,U.S. District Court for the Eastern District of Tennessee,1,False
1392966,1392966,2,"Reiss, Christina Clair",University of Arizona College of Law,J.D.,1989,U.S. District Court for the District of Vermont,0,False
1394241,1394241,2,"Restrepo, Luis Felipe",Tulane University Law School,J.D.,1986,U.S. District Court for the Eastern District of Pennsylvania,0,False
1393666,1393666,2,"Reyna, Jimmie V.",University of New Mexico School of Law,J.D.,1978,U.S. Court of Appeals for the Federal Circuit,0,False
1393911,1393911,2,"Rice, Thomas Owen",Gonzaga University School of Law,J.D.,1986,U.S. District Court for the Eastern District of Washington,1,False
1393856,1393856,2,"Rogers, Yvonne Gonzalez",University of Texas School of Law,J.D.,1991,U.S. District Court for the Northern District of California,0,True
1394196,1394196,2,"Roman, Nelson Stephen",Brooklyn Law School,J.D.,1989,U.S. District Court for the Southern District of New York,1,False
1394041,1394041,2,"Rose, Stephanie Marie",University of Iowa College of Law,J.D.,1996,U.S. District Court for the Southern District of Iowa,1,False
1394016,1394016,2,"Rosenbaum, Robin Stacie",University of Miami School of Law,J.D.,1991,U.S. District Court for the Southern District of Florida,1,False
1394616,1394616,3,"Rosenberg, Robin Lee",Duke University School of Law,J.D.,1989,U.S. District Court for the Southern District of Florida,0,True
1394496,1394496,2,"Rosenstengel, Nancy Jo",Southern Illinois University School of Law,J.D.,1993,U.S. District Court for the Southern District of Illinois,1,False
1394656,1394656,2,"Ross, Eleanor Louise",University of Houston Law Center,J.D.,1994,U.S. District Court for the Northern District of Georgia,0,False
1393761,1393761,2,"Ross, John Andrew",Emory University School of Law,J.D.,1979,U.S. District Court for the Eastern District of Missouri,0,False
1394866,1394866,2,"Rossiter, Robert F., Jr.",Creighton University School of Law,J.D.,1981,U.S. District Court for the District of Nebraska,0,False
1393981,1393981,2,"Russell, George Levi III",University of Maryland School of Law,J.D.,1991,U.S. District Court for the District of Maryland,1,False
1393721,1393721,2,"Salas, Esther",Rutgers School of Law -- Newark,J.D.,1994,U.S. District Court for the District of New Jersey,1,False
1393606,1393606,3,"Saldana, Diana",University of Texas School of Law,J.D.,1997,U.S. District Court for the Southern District of Texas,1,True
1394666,1394666,2,"Sannes, Brenda Kay",University of Wisconsin Law School,J.D.,1983,U.S. District Court for the Northern District of New York,0,False
1394236,1394236,2,"Schmehl, Jeffrey L.",University of Toledo College of Law,J.D.,1980,U.S. District Court for the Eastern District of Pennsylvania,0,False
1394086,1394086,2,"Schofield, Lorna Gail",New York University School of Law,J.D.,1981,U.S. District Court for the Southern District of New York,1,True
1394766,1394766,2,"Schroeder, Robert William III","American University, Washington College of Law",J.D.,1994,U.S. District Court for the Eastern District of Texas,0,False
1393831,1393831,2,"Scola, Robert Nichols, Jr.",Boston College Law School,J.D.,1980,U.S. District Court for the Southern District of Florida,0,False
1392981,1392981,2,"Seeborg, Richard G.",Columbia Law School,J.D.,1981,U.S. District Court for the Northern District of California,0,True
1393631,1393631,2,"Shadid, James Edward","John Marshall Law School, Chicago, Illinois",J.D.,1983,U.S. District Court for the Central District of Illinois,1,False
1394466,1394466,2,"Shah, Manish Suresh",University of Chicago Law School,J.D.,1998,U.S. District Court for the Northern District of Illinois,1,True
1393686,1393686,2,"Sharp, Kevin Hunter",Vanderbilt University Law School,J.D.,1993,U.S. District Court for the Middle District of Tennessee,1,False
1394061,1394061,2,"Shea, Michael Peter",Yale Law School,J.D.,1993,U.S. District Court for the District of Connecticut,1,True
1394051,1394051,2,"Shelby, Robert James",University of Virginia School of Law,J.D.,1998,U.S. District Court for the District of Utah,0,True
1394031,1394031,2,"Shipp, Michael Andre",Seton Hall University School of Law,J.D.,1994,U.S. District Court for the District of New Jersey,1,False
1394166,1394166,2,"Shwartz, Patty",University of Pennsylvania Law School,J.D.,1986,U.S. Court of Appeals for the Third Circuit,1,True
1393726,1393726,2,"Simon, Michael H.",Harvard Law School,J.D.,1981,U.S. District Court for the District of Oregon,0,True
1393841,1393841,2,"Skavdahl, Scott Wesley",University of Wyoming College of Law,J.D.,1992,U.S. District Court for the District of Wyoming,1,False
1394426,1394426,2,"Smith, Edward George",Dickinson School of Law,J.D.,1986,U.S. District Court for the Eastern District of Pennsylvania,1,False
1394556,1394556,2,"Sorokin, Leo Theodore",Columbia Law School,J.D.,1991,U.S. District Court for the District of Massachusetts,0,True
1394526,1394526,2,"Soto, James Alan",Arizona State University College of Law,J.D.,1975,U.S. District Court for the District of Arizona,1,False
1394216,1394216,2,"Srinivasan, Srikanth",Stanford Law School,J.D.,1995,U.S. Court of Appeals for the District of Columbia Circuit,0,True
1393291,1393291,3,"Stark, Leonard Philip",Yale Law School,J.D.,1996,U.S. District Court for the District of Delaware,0,True
1393266,1393266,2,"Staton, Josephine L.",Harvard Law School,J.D.,1986,U.S. District Court for the Central District of California,0,True
1394706,1394706,2,"Stivers, Gregory N.",University of Kentucky College of Law,J.D.,1985,U.S. District Court for the Western District of Kentucky,1,False
1394791,1394791,2,"Stoll, Kara Farnandez",Georgetown University Law Center,J.D.,1997,U.S. Court of Appeals for the Federal Circuit,1,True
1393306,1393306,2,"Stranch, Jane Branstetter",Vanderbilt University Law School,J.D.,1978,U.S. Court of Appeals for the Sixth Circuit,1,False
1394841,1394841,2,"Strand, Leonard Terry",University of Iowa College of Law,J.D.,1990,U.S. District Court for the Northern District of Iowa,1,False
1394486,1394486,2,"Talwani, Indira","University of California, Berkeley, Boalt Hall School of Law",J.D.,1988,U.S. District Court for the District of Massachusetts,0,True
1394141,1394141,2,"Taranto, Richard Gary",Yale Law School,J.D.,1981,U.S. Court of Appeals for the Federal Circuit,0,True
1393951,1393951,2,"Thacker, Stephanie Dawn",West Virginia University College of Law,J.D.,1990,U.S. Court of Appeals for the Fourth Circuit,1,False
1393986,1393986,2,"Tharp, John Joseph, Jr.",Northwestern University School of Law,J.D.,1990,U.S. District Court for the Northern District of Illinois,1,True
1393001,1393001,2,"Thompson, Ojetta Rogeriee",Boston University School of Law,J.D.,1976,U.S. Court of Appeals for the First Circuit,1,False
1394116,1394116,2,"Tigar, Jon Steven","University of California, Berkeley, Boalt Hall School of Law",J.D.,1989,U.S. District Court for the Northern District of California,1,True
1394176,1394176,2,"Torres, Analisa Nadine",Columbia Law School,J.D.,1984,U.S. District Court for the Southern District of New York,1,True
1393786,1393786,2,"Torresen, Nancy",University of Michigan Law School,J.D.,1987,U.S. District Court for the District of Maine,0,True
1393621,1393621,2,"Totenberg, Amy Mil",Harvard Law School,J.D.,1977,U.S. District Court for the Northern District of Georgia,0,True
1393261,1393261,2,"Treadwell, Marc Thomas",Mercer University School of Law,J.D.,1981,U.S. District Court for the Middle District of Georgia,1,False
1394506,1394506,3,"Tuchi, John Joseph",Arizona State University College of Law,J.D.,1994,U.S. District Court for the District of Arizona,1,False
1393706,1393706,2,"Urbanski, Michael Francis",University of Virginia School of Law,J.D.,1981,U.S. District Court for the Western District of Virginia,1,True
1394831,1394831,2,"Vazquez, John Michael",Seton Hall University School of Law,J.D.,1996,U.S. District Court for the District of New Jersey,1,False
1392941,1392941,2,"Viken, Jeffrey Lynn",University of South Dakota School of Law,J.D.,1977,U.S. District Court for the District of South Dakota,1,False
1394811,1394811,2,"Vilardo, Lawrence Joseph",Harvard Law School,J.D.,1980,U.S. District Court for the Western District of New York,0,True
1394066,1394066,2,"Walker, Mark Eaton",University of Florida College of Law,J.D.,1992,U.S. District Court for the Northern District of Florida,1,False
1393991,1393991,2,"Watford, Paul Jeffrey","University of California, Los Angeles, School of Law",J.D.,1994,U.S. Court of Appeals for the Ninth Circuit,1,False
1394181,1394181,2,"Watson, Derrick Kahala",Harvard Law School,J.D.,1991,U.S. District Court for the District of Hawaii,0,True
1394336,1394336,2,"Watters, Susan Pamela",University of Montana School of Law,J.D.,1988,U.S. District Court for the District of Montana,1,False
1394606,1394606,3,"White, Ronnie Lee",University of Missouri-Kansas City School of Law,J.D.,1983,U.S. District Court for the Eastern District of Missouri,1,False
1393586,1393586,2,"Wilkins, Robert Leon",Harvard Law School,J.D.,1989,U.S. District Court for the District of Columbia,0,True
1393756,1393756,2,"Williams, Kathleen Mary",University of Miami School of Law,J.D.,1982,U.S. District Court for the Southern District of Florida,1,False
1393956,1393956,3,"Wimes, Brian Curtis","Texas Southern University, Thurgood Marshall School of Law",J.D.,1994,U.S. District Court for the Eastern District of Missouri,0,False
1394321,1394321,2,"Wolford, Elizabeth Ann",Notre Dame Law School,J.D.,1992,U.S. District Court for the Western District of New York,0,False
1394291,1394291,2,"Wood, Andrea Robin",Yale Law School,J.D.,1998,U.S. District Court for the Northern District of Illinois,0,True
1394301,1394301,2,"Woods, Gregory Howard III",Yale Law School,J.D.,1995,U.S. District Court for the Southern District of New York,0,True
1394826,1394826,2,"Wright, Wilhelmina Marie",Harvard Law School,J.D.,1989,U.S. District Court for the District of Minnesota,0,True
1393301,1393301,2,"Wynn, James Andrew, Jr.",Marquette University Law School,J.D.,1979,U.S. Court of Appeals for the Fourth Circuit,0,False
1394851,1394851,2,"Xinis, Paula",Yale Law School,J.D.,1997,U.S. District Court for the District of Maryland,0,True
1394571,1394571,2,"Yandle, Staci Michelle",Vanderbilt University Law School,J.D.,1987,U.S. District Court for the Southern District of Illinois,0,False
1393791,1393791,2,"Zipps, Jennifer Guerin",Georgetown University Law Center,J.D.,1990,U.S. District Court for the District of Arizona,0,True
